fetched_utc,route_id,direction,length_m,travel_s,freeflow_s,delay_s
2026-07-27T04:28:44Z,arch_kyprianou,ba,1726,580,202,0
2026-07-27T04:28:44Z,a1_motorway,ab,10597,357,349,0
2026-07-27T04:28:44Z,a1_motorway,ba,14048,629,558,0
2026-07-27T04:28:44Z,makariou_lakat,ab,5849,687,516,0
2026-07-27T04:28:44Z,makariou_lakat,ba,6316,812,613,0
2026-07-27T04:28:44Z,griva_digeni,ab,4212,531,441,0
2026-07-27T04:28:44Z,griva_digeni,ba,6184,1170,764,0
2026-07-27T04:28:44Z,aglantzias,ab,1775,321,177,0
2026-07-27T04:28:44Z,aglantzias,ba,3098,549,372,0
2026-07-27T04:28:44Z,kranidioti,ab,1458,128,105,0
2026-07-27T04:28:44Z,kranidioti,ba,1652,140,117,0
2026-07-27T04:28:44Z,perimetrikos,ab,2510,320,229,0
2026-07-27T04:28:44Z,perimetrikos,ba,2094,182,164,0
2026-07-27T04:28:44Z,hatziiosif,ab,2049,310,195,0
2026-07-27T04:28:44Z,hatziiosif,ba,2045,433,202,0
2026-07-27T04:28:44Z,perikleous,ab,2016,369,275,0
2026-07-27T04:28:44Z,perikleous,ba,2649,401,273,0
2026-07-27T04:28:44Z,avraamidi,ab,1264,241,140,0
2026-07-27T04:28:44Z,avraamidi,ba,1266,194,150,0
2026-07-27T04:28:44Z,athinon,ab,1573,252,204,0
2026-07-27T04:28:44Z,athinon,ba,1040,284,134,0
2026-07-27T04:28:44Z,tasou_markou,ab,544,98,70,0
2026-07-27T04:28:44Z,tasou_markou,ba,492,56,55,0
2026-07-27T04:28:44Z,peiraios,ab,590,141,71,0
2026-07-27T04:28:44Z,peiraios,ba,590,88,64,0
2026-07-27T04:39:14Z,strovolou,ab,5400,1276,504,126
2026-07-27T04:39:14Z,strovolou,ba,4712,520,404,0
2026-07-27T04:39:14Z,tseriou,ab,2555,336,225,0
2026-07-27T04:39:14Z,tseriou,ba,3739,573,372,0
2026-07-27T04:39:14Z,prodromou,ab,2418,394,254,0
2026-07-27T04:39:14Z,prodromou,ba,2414,496,299,0
2026-07-27T04:39:14Z,akropoleos,ab,5010,739,463,0
2026-07-27T04:39:14Z,akropoleos,ba,5145,1049,479,0
2026-07-27T04:39:14Z,athalassas,ab,2793,546,282,0
2026-07-27T04:39:14Z,athalassas,ba,4619,986,562,0
2026-07-27T04:39:14Z,lemesou,ab,2014,372,213,0
2026-07-27T04:39:14Z,lemesou,ba,2007,417,196,0
2026-07-27T04:39:14Z,sp_kyprianou,ab,6489,775,585,0
2026-07-27T04:39:14Z,sp_kyprianou,ba,6573,1385,627,86
2026-07-27T04:39:14Z,archangelou,ab,7265,782,523,172
2026-07-27T04:39:14Z,archangelou,ba,7441,1185,669,86
2026-07-27T04:39:14Z,konstantinoup,ab,2628,326,291,0
2026-07-27T04:39:14Z,konstantinoup,ba,2629,418,313,0
2026-07-27T04:39:14Z,stavrou,ab,2187,265,208,0
2026-07-27T04:39:14Z,stavrou,ba,2245,283,206,0
2026-07-27T04:39:14Z,makedonitissas,ab,2797,520,391,0
2026-07-27T04:39:14Z,makedonitissas,ba,2705,424,290,0
2026-07-27T04:39:14Z,armenias,ab,1079,183,119,0
2026-07-27T04:39:14Z,armenias,ba,1079,244,132,0
2026-07-27T04:39:14Z,arch_kyprianou,ab,1777,299,214,0
2026-07-27T04:39:14Z,arch_kyprianou,ba,1726,620,202,78
2026-07-27T04:39:14Z,a1_motorway,ab,10597,354,349,0
2026-07-27T04:39:14Z,a1_motorway,ba,14048,673,558,38
2026-07-27T04:39:14Z,makariou_lakat,ab,5849,708,516,0
2026-07-27T04:39:14Z,makariou_lakat,ba,7549,882,701,0
2026-07-27T04:39:14Z,griva_digeni,ab,4212,548,441,0
2026-07-27T04:39:14Z,griva_digeni,ba,6184,1197,764,0
2026-07-27T04:39:14Z,aglantzias,ab,1775,337,177,0
2026-07-27T04:39:14Z,aglantzias,ba,3098,564,372,0
2026-07-27T04:39:14Z,kranidioti,ab,1458,131,105,0
2026-07-27T04:39:14Z,kranidioti,ba,1652,144,117,0
2026-07-27T04:39:14Z,perimetrikos,ab,2510,424,229,147
2026-07-27T04:39:14Z,perimetrikos,ba,2094,183,164,0
2026-07-27T04:39:14Z,hatziiosif,ab,2049,325,195,0
2026-07-27T04:39:14Z,hatziiosif,ba,2045,441,202,0
2026-07-27T04:39:14Z,perikleous,ab,2016,388,275,0
2026-07-27T04:39:14Z,perikleous,ba,2649,410,273,0
2026-07-27T04:39:14Z,avraamidi,ab,1264,250,140,0
2026-07-27T04:39:14Z,avraamidi,ba,1266,200,150,0
2026-07-27T04:39:14Z,athinon,ab,1440,259,215,20
2026-07-27T04:39:14Z,athinon,ba,1040,295,134,0
2026-07-27T04:39:14Z,tasou_markou,ab,544,102,70,0
2026-07-27T04:39:14Z,tasou_markou,ba,492,56,55,0
2026-07-27T04:39:14Z,peiraios,ab,590,146,71,0
2026-07-27T04:39:14Z,peiraios,ba,590,90,64,0
2026-07-27T04:49:44Z,strovolou,ab,5400,1275,504,180
2026-07-27T04:49:44Z,strovolou,ba,4712,533,404,0
2026-07-27T04:49:44Z,tseriou,ab,2555,350,225,0
2026-07-27T04:49:44Z,tseriou,ba,3739,581,372,0
2026-07-27T04:49:44Z,prodromou,ab,2418,401,254,0
2026-07-27T04:49:44Z,prodromou,ba,2414,510,299,0
2026-07-27T04:49:44Z,akropoleos,ab,5010,761,463,0
2026-07-27T04:49:44Z,akropoleos,ba,5145,1123,479,125
2026-07-27T04:49:44Z,athalassas,ab,2793,565,282,0
2026-07-27T04:49:44Z,athalassas,ba,4619,1006,562,0
2026-07-27T04:49:44Z,lemesou,ab,2014,386,213,0
2026-07-27T04:49:44Z,lemesou,ba,2007,429,196,0
2026-07-27T04:49:44Z,sp_kyprianou,ab,6489,790,585,0
2026-07-27T04:49:44Z,sp_kyprianou,ba,6573,1424,627,204
2026-07-27T04:49:44Z,archangelou,ab,7265,782,523,162
2026-07-27T04:49:44Z,archangelou,ba,6985,1199,684,0
2026-07-27T04:49:44Z,konstantinoup,ab,2628,328,291,0
2026-07-27T04:49:44Z,konstantinoup,ba,2629,419,313,0
2026-07-27T04:49:44Z,stavrou,ab,2187,273,208,0
2026-07-27T04:49:44Z,stavrou,ba,2245,286,206,0
2026-07-27T04:49:44Z,makedonitissas,ab,2797,527,391,0
2026-07-27T04:49:44Z,makedonitissas,ba,2705,425,290,0
2026-07-27T04:49:44Z,armenias,ab,1079,187,119,0
2026-07-27T04:49:44Z,armenias,ba,1079,255,132,0
2026-07-27T04:49:44Z,arch_kyprianou,ab,1777,306,214,0
2026-07-27T04:49:44Z,arch_kyprianou,ba,2260,683,310,0
2026-07-27T04:49:44Z,a1_motorway,ab,10597,380,349,25
2026-07-27T04:49:44Z,a1_motorway,ba,14048,734,558,105
2026-07-27T04:49:44Z,makariou_lakat,ab,5849,724,516,0
2026-07-27T04:49:44Z,makariou_lakat,ba,7549,891,701,0
2026-07-27T04:49:44Z,griva_digeni,ab,4212,562,441,0
2026-07-27T04:49:44Z,griva_digeni,ba,6184,1214,764,0
2026-07-27T04:49:44Z,aglantzias,ab,1775,352,177,0
2026-07-27T04:49:44Z,aglantzias,ba,3098,577,372,0
2026-07-27T04:49:44Z,kranidioti,ab,1458,132,105,0
2026-07-27T04:49:44Z,kranidioti,ba,1652,147,117,0
2026-07-27T04:49:44Z,perimetrikos,ab,2510,495,229,225
2026-07-27T04:49:44Z,perimetrikos,ba,2094,184,164,0
2026-07-27T04:49:44Z,hatziiosif,ab,2049,340,195,0
2026-07-27T04:49:44Z,hatziiosif,ba,2045,500,202,122
2026-07-27T04:49:44Z,perikleous,ab,2016,404,275,0
2026-07-27T04:49:44Z,perikleous,ba,2649,415,273,0
2026-07-27T04:49:44Z,avraamidi,ab,1264,259,140,0
2026-07-27T04:49:44Z,avraamidi,ba,1266,205,150,0
2026-07-27T04:49:44Z,athinon,ab,1440,266,215,23
2026-07-27T04:49:44Z,athinon,ba,1040,306,134,1
2026-07-27T04:49:44Z,tasou_markou,ab,544,103,70,0
2026-07-27T04:49:44Z,tasou_markou,ba,492,56,55,0
2026-07-27T04:49:44Z,peiraios,ab,590,147,71,0
2026-07-27T04:49:44Z,peiraios,ba,590,93,64,0
2026-07-27T05:00:14Z,strovolou,ab,5414,1311,520,214
2026-07-27T05:00:14Z,strovolou,ba,4712,544,404,0
2026-07-27T05:00:14Z,tseriou,ab,2555,361,225,0
2026-07-27T05:00:14Z,tseriou,ba,3739,585,372,0
2026-07-27T05:00:14Z,prodromou,ab,2418,402,254,0
2026-07-27T05:00:14Z,prodromou,ba,2414,513,299,0
2026-07-27T05:00:14Z,akropoleos,ab,5010,776,463,0
2026-07-27T05:00:14Z,akropoleos,ba,5145,1148,479,225
2026-07-27T05:00:14Z,athalassas,ab,2793,574,282,0
2026-07-27T05:00:14Z,athalassas,ba,4619,1015,562,0
2026-07-27T05:00:14Z,lemesou,ab,2014,391,213,0
2026-07-27T05:00:14Z,lemesou,ba,2007,459,196,150
2026-07-27T05:00:14Z,sp_kyprianou,ab,6489,799,585,0
2026-07-27T05:00:14Z,sp_kyprianou,ba,7057,1401,742,0
2026-07-27T05:00:14Z,archangelou,ab,7265,669,523,0
2026-07-27T05:00:14Z,archangelou,ba,7441,1270,669,294
2026-07-27T05:00:14Z,konstantinoup,ab,2628,327,291,0
2026-07-27T05:00:14Z,konstantinoup,ba,2629,414,313,0
2026-07-27T05:00:14Z,stavrou,ab,2187,277,208,0
2026-07-27T05:00:14Z,stavrou,ba,2245,286,206,0
2026-07-27T05:00:14Z,makedonitissas,ab,2797,530,391,0
2026-07-27T05:00:14Z,makedonitissas,ba,2705,422,290,0
2026-07-27T05:00:14Z,armenias,ab,1079,187,119,0
2026-07-27T05:00:14Z,armenias,ba,1079,262,132,0
2026-07-27T05:00:14Z,arch_kyprianou,ab,1777,310,214,0
2026-07-27T05:00:14Z,arch_kyprianou,ba,2260,662,310,0
2026-07-27T05:00:14Z,a1_motorway,ab,10597,351,349,0
2026-07-27T05:00:14Z,a1_motorway,ba,14048,693,558,61
2026-07-27T05:00:14Z,makariou_lakat,ab,5849,729,516,0
2026-07-27T05:00:14Z,makariou_lakat,ba,6316,837,613,0
2026-07-27T05:00:14Z,griva_digeni,ab,4212,572,441,0
2026-07-27T05:00:14Z,griva_digeni,ba,5350,1176,681,0
2026-07-27T05:00:14Z,aglantzias,ab,1775,356,177,2
2026-07-27T05:00:14Z,aglantzias,ba,3098,605,372,141
2026-07-27T05:00:14Z,kranidioti,ab,1458,131,105,0
2026-07-27T05:00:14Z,kranidioti,ba,1652,148,117,0
2026-07-27T05:00:14Z,perimetrikos,ab,2510,491,229,218
2026-07-27T05:00:14Z,perimetrikos,ba,2094,184,164,0
2026-07-27T05:00:14Z,hatziiosif,ab,2049,350,195,0
2026-07-27T05:00:14Z,hatziiosif,ba,2045,498,202,115
2026-07-27T05:00:14Z,perikleous,ab,2016,415,275,0
2026-07-27T05:00:14Z,perikleous,ba,2649,417,273,0
2026-07-27T05:00:14Z,avraamidi,ab,1264,263,140,0
2026-07-27T05:00:14Z,avraamidi,ba,1266,208,150,0
2026-07-27T05:00:14Z,athinon,ab,1440,276,215,31
2026-07-27T05:00:14Z,athinon,ba,1040,313,134,0
2026-07-27T05:00:14Z,tasou_markou,ab,544,104,70,0
2026-07-27T05:00:14Z,tasou_markou,ba,492,56,55,0
2026-07-27T05:00:14Z,peiraios,ab,590,147,71,0
2026-07-27T05:00:14Z,peiraios,ba,590,95,64,0
2026-07-27T05:10:44Z,strovolou,ab,5400,1212,504,335
2026-07-27T05:10:44Z,strovolou,ba,4712,512,404,0
2026-07-27T05:10:44Z,tseriou,ab,2555,339,225,0
2026-07-27T05:10:44Z,tseriou,ba,3739,534,372,0
2026-07-27T05:10:44Z,prodromou,ab,2418,367,254,0
2026-07-27T05:10:44Z,prodromou,ba,2414,459,299,0
2026-07-27T05:10:44Z,akropoleos,ab,5010,693,463,0
2026-07-27T05:10:44Z,akropoleos,ba,5145,1042,479,183
2026-07-27T05:10:44Z,athalassas,ab,2793,508,282,0
2026-07-27T05:10:44Z,athalassas,ba,4619,931,562,82
2026-07-27T05:10:44Z,lemesou,ab,2014,337,213,0
2026-07-27T05:10:44Z,lemesou,ba,2388,465,303,0
2026-07-27T05:10:44Z,sp_kyprianou,ab,6489,743,585,0
2026-07-27T05:10:44Z,sp_kyprianou,ba,6573,1186,627,126
2026-07-27T05:10:44Z,archangelou,ab,7265,626,523,0
2026-07-27T05:10:44Z,archangelou,ba,6911,1036,591,126
2026-07-27T05:10:44Z,konstantinoup,ab,2628,311,291,0
2026-07-27T05:10:44Z,konstantinoup,ba,2629,387,313,0
2026-07-27T05:10:44Z,stavrou,ab,2187,257,208,0
2026-07-27T05:10:44Z,stavrou,ba,2245,263,206,0
2026-07-27T05:10:44Z,makedonitissas,ab,2904,496,408,0
2026-07-27T05:10:44Z,makedonitissas,ba,2705,375,290,0
2026-07-27T05:10:44Z,armenias,ab,1079,172,119,0
2026-07-27T05:10:44Z,armenias,ba,1079,234,132,0
2026-07-27T05:10:44Z,arch_kyprianou,ab,1777,286,214,0
2026-07-27T05:10:44Z,arch_kyprianou,ba,1726,570,202,123
2026-07-27T05:10:44Z,a1_motorway,ab,10597,352,349,0
2026-07-27T05:10:44Z,a1_motorway,ba,14048,745,558,161
2026-07-27T05:10:44Z,makariou_lakat,ab,5849,682,516,0
2026-07-27T05:10:44Z,makariou_lakat,ba,6316,777,613,0
2026-07-27T05:10:44Z,griva_digeni,ab,4212,543,441,0
2026-07-27T05:10:44Z,griva_digeni,ba,5350,1027,681,0
2026-07-27T05:10:44Z,aglantzias,ab,1775,331,177,3
2026-07-27T05:10:44Z,aglantzias,ba,3098,583,372,141
2026-07-27T05:10:44Z,kranidioti,ab,1458,123,105,0
2026-07-27T05:10:44Z,kranidioti,ba,1652,139,117,0
2026-07-27T05:10:44Z,perimetrikos,ab,2510,455,229,194
2026-07-27T05:10:44Z,perimetrikos,ba,2094,178,164,0
2026-07-27T05:10:44Z,hatziiosif,ab,2049,304,195,0
2026-07-27T05:10:44Z,hatziiosif,ba,2045,388,202,0
2026-07-27T05:10:44Z,perikleous,ab,2016,379,275,0
2026-07-27T05:10:44Z,perikleous,ba,2649,380,273,0
2026-07-27T05:10:44Z,avraamidi,ab,1264,227,140,0
2026-07-27T05:10:44Z,avraamidi,ba,1266,194,150,0
2026-07-27T05:10:44Z,athinon,ab,1573,255,204,0
2026-07-27T05:10:44Z,athinon,ba,1040,279,134,0
2026-07-27T05:10:44Z,tasou_markou,ab,544,101,70,0
2026-07-27T05:10:44Z,tasou_markou,ba,492,55,55,0
2026-07-27T05:10:44Z,peiraios,ab,590,138,71,0
2026-07-27T05:10:44Z,peiraios,ba,590,89,64,0
2026-07-27T05:21:14Z,strovolou,ab,5414,1067,520,228
2026-07-27T05:21:14Z,strovolou,ba,4712,512,404,0
2026-07-27T05:21:14Z,tseriou,ab,2555,341,225,0
2026-07-27T05:21:14Z,tseriou,ba,3739,531,372,0
2026-07-27T05:21:14Z,prodromou,ab,2418,361,254,0
2026-07-27T05:21:14Z,prodromou,ba,2414,449,299,0
2026-07-27T05:21:14Z,akropoleos,ab,5010,689,463,0
2026-07-27T05:21:14Z,akropoleos,ba,5145,1033,479,200
2026-07-27T05:21:14Z,athalassas,ab,2793,504,282,0
2026-07-27T05:21:14Z,athalassas,ba,4619,915,562,115
2026-07-27T05:21:14Z,lemesou,ab,2014,333,213,0
2026-07-27T05:21:14Z,lemesou,ba,2388,458,303,0
2026-07-27T05:21:14Z,sp_kyprianou,ab,6489,741,585,0
2026-07-27T05:21:14Z,sp_kyprianou,ba,6573,1142,627,130
2026-07-27T05:21:14Z,archangelou,ab,7265,621,523,0
2026-07-27T05:21:14Z,archangelou,ba,6911,1010,591,130
2026-07-27T05:21:14Z,konstantinoup,ab,2628,310,291,0
2026-07-27T05:21:14Z,konstantinoup,ba,2629,381,313,0
2026-07-27T05:21:14Z,stavrou,ab,2187,257,208,0
2026-07-27T05:21:14Z,stavrou,ba,2245,260,206,0
2026-07-27T05:21:14Z,makedonitissas,ab,2904,489,408,0
2026-07-27T05:21:14Z,makedonitissas,ba,2705,368,290,0
2026-07-27T05:21:14Z,armenias,ab,1079,169,119,0
2026-07-27T05:21:14Z,armenias,ba,1264,288,186,0
2026-07-27T05:21:14Z,arch_kyprianou,ab,1777,286,214,0
2026-07-27T05:21:14Z,arch_kyprianou,ba,2260,528,310,0
2026-07-27T05:21:14Z,a1_motorway,ab,10597,352,349,0
2026-07-27T05:21:14Z,a1_motorway,ba,14048,643,558,35
2026-07-27T05:21:14Z,makariou_lakat,ab,5849,677,516,0
2026-07-27T05:21:14Z,makariou_lakat,ba,6901,771,583,0
2026-07-27T05:21:14Z,griva_digeni,ab,4212,544,441,0
2026-07-27T05:21:14Z,griva_digeni,ba,5350,990,681,0
2026-07-27T05:21:14Z,aglantzias,ab,1775,315,177,3
2026-07-27T05:21:14Z,aglantzias,ba,3098,605,372,169
2026-07-27T05:21:14Z,kranidioti,ab,1458,122,105,0
2026-07-27T05:21:14Z,kranidioti,ba,1652,138,117,0
2026-07-27T05:21:14Z,perimetrikos,ab,2510,289,229,0
2026-07-27T05:21:14Z,perimetrikos,ba,2094,177,164,0
2026-07-27T05:21:14Z,hatziiosif,ab,2049,308,195,0
2026-07-27T05:21:14Z,hatziiosif,ba,2045,381,202,0
2026-07-27T05:21:14Z,perikleous,ab,2016,381,275,0
2026-07-27T05:21:14Z,perikleous,ba,2649,378,273,0
2026-07-27T05:21:14Z,avraamidi,ab,1264,226,140,0
2026-07-27T05:21:14Z,avraamidi,ba,1266,196,150,0
2026-07-27T05:21:14Z,athinon,ab,1573,254,204,0
2026-07-27T05:21:14Z,athinon,ba,1040,277,134,0
2026-07-27T05:21:14Z,tasou_markou,ab,544,100,70,0
2026-07-27T05:21:14Z,tasou_markou,ba,492,55,55,0
2026-07-27T05:21:14Z,peiraios,ab,590,136,71,0
2026-07-27T05:21:14Z,peiraios,ba,590,90,64,0
2026-07-27T05:31:46Z,strovolou,ab,5400,973,504,193
2026-07-27T05:31:46Z,strovolou,ba,4712,510,404,0
2026-07-27T05:31:46Z,tseriou,ab,2555,341,225,0
2026-07-27T05:31:46Z,tseriou,ba,3739,526,372,0
2026-07-27T05:31:46Z,prodromou,ab,2418,345,254,0
2026-07-27T05:31:46Z,prodromou,ba,2414,426,299,0
2026-07-27T05:31:46Z,akropoleos,ab,5010,686,463,0
2026-07-27T05:31:46Z,akropoleos,ba,5145,1008,479,187
2026-07-27T05:31:46Z,athalassas,ab,2793,495,282,0
2026-07-27T05:31:46Z,athalassas,ba,4619,902,562,131
2026-07-27T05:31:46Z,lemesou,ab,2014,325,213,0
2026-07-27T05:31:46Z,lemesou,ba,2388,450,303,0
2026-07-27T05:31:46Z,sp_kyprianou,ab,6489,734,585,0
2026-07-27T05:31:46Z,sp_kyprianou,ba,6573,1118,627,139
2026-07-27T05:31:46Z,archangelou,ab,7265,614,523,0
2026-07-27T05:31:46Z,archangelou,ba,6742,977,669,0
2026-07-27T05:31:46Z,konstantinoup,ab,2628,310,291,0
2026-07-27T05:31:46Z,konstantinoup,ba,2629,367,313,0
2026-07-27T05:31:46Z,stavrou,ab,2187,255,208,0
2026-07-27T05:31:46Z,stavrou,ba,2245,256,206,0
2026-07-27T05:31:46Z,makedonitissas,ab,2904,475,408,0
2026-07-27T05:31:46Z,makedonitissas,ba,2705,358,290,0
2026-07-27T05:31:46Z,armenias,ab,1079,167,119,0
2026-07-27T05:31:46Z,armenias,ba,1079,230,132,0
2026-07-27T05:31:46Z,arch_kyprianou,ab,1777,284,214,0
2026-07-27T05:31:46Z,arch_kyprianou,ba,2260,495,310,0
2026-07-27T05:31:46Z,a1_motorway,ab,10597,351,349,0
2026-07-27T05:31:46Z,a1_motorway,ba,14048,643,558,41
2026-07-27T05:31:46Z,makariou_lakat,ab,5849,668,516,0
2026-07-27T05:31:46Z,makariou_lakat,ba,6901,759,583,0
2026-07-27T05:31:46Z,griva_digeni,ab,4212,544,441,0
2026-07-27T05:31:46Z,griva_digeni,ba,5350,965,681,0
2026-07-27T05:31:46Z,aglantzias,ab,1775,290,177,3
2026-07-27T05:31:46Z,aglantzias,ba,3098,604,372,169
2026-07-27T05:31:46Z,kranidioti,ab,1458,120,105,0
2026-07-27T05:31:46Z,kranidioti,ba,1652,137,117,0
2026-07-27T05:31:46Z,perimetrikos,ab,2510,401,229,142
2026-07-27T05:31:46Z,perimetrikos,ba,2094,177,164,0
2026-07-27T05:31:46Z,hatziiosif,ab,2049,307,195,0
2026-07-27T05:31:46Z,hatziiosif,ba,2045,461,202,132
2026-07-27T05:31:46Z,perikleous,ab,2016,381,275,0
2026-07-27T05:31:46Z,perikleous,ba,2649,373,273,0
2026-07-27T05:31:46Z,avraamidi,ab,1264,222,140,0
2026-07-27T05:31:46Z,avraamidi,ba,1266,195,150,0
2026-07-27T05:31:46Z,athinon,ab,1573,260,204,17
2026-07-27T05:31:46Z,athinon,ba,1040,276,134,0
2026-07-27T05:31:46Z,tasou_markou,ab,544,93,70,0
2026-07-27T05:31:46Z,tasou_markou,ba,492,55,55,0
2026-07-27T05:31:46Z,peiraios,ab,590,127,71,0
2026-07-27T05:31:46Z,peiraios,ba,590,89,64,0
2026-07-27T05:42:15Z,strovolou,ab,5400,1024,504,341
2026-07-27T05:42:15Z,strovolou,ba,4712,507,404,0
2026-07-27T05:42:15Z,tseriou,ab,2555,341,225,0
2026-07-27T05:42:15Z,tseriou,ba,3739,521,372,0
2026-07-27T05:42:15Z,prodromou,ab,2418,340,254,0
2026-07-27T05:42:15Z,prodromou,ba,2414,420,299,0
2026-07-27T05:42:15Z,akropoleos,ab,5010,682,463,0
2026-07-27T05:42:15Z,akropoleos,ba,5145,979,479,139
2026-07-27T05:42:15Z,athalassas,ab,2793,490,282,0
2026-07-27T05:42:15Z,athalassas,ba,4485,946,538,173
2026-07-27T05:42:15Z,lemesou,ab,2014,317,213,0
2026-07-27T05:42:15Z,lemesou,ba,2007,408,196,143
2026-07-27T05:42:15Z,sp_kyprianou,ab,6489,726,585,0
2026-07-27T05:42:15Z,sp_kyprianou,ba,6573,1107,627,170
2026-07-27T05:42:15Z,archangelou,ab,7265,607,523,0
2026-07-27T05:42:15Z,archangelou,ba,6742,950,669,0
2026-07-27T05:42:15Z,konstantinoup,ab,2628,312,291,0
2026-07-27T05:42:15Z,konstantinoup,ba,2629,364,313,0
2026-07-27T05:42:15Z,stavrou,ab,2187,251,208,0
2026-07-27T05:42:15Z,stavrou,ba,2245,253,206,0
2026-07-27T05:42:15Z,makedonitissas,ab,2904,472,408,0
2026-07-27T05:42:15Z,makedonitissas,ba,2705,351,290,0
2026-07-27T05:42:15Z,armenias,ab,1079,164,119,0
2026-07-27T05:42:15Z,armenias,ba,1079,227,132,0
2026-07-27T05:42:15Z,arch_kyprianou,ab,1777,281,214,0
2026-07-27T05:42:15Z,arch_kyprianou,ba,2260,483,310,0
2026-07-27T05:42:15Z,a1_motorway,ab,10597,357,349,7
2026-07-27T05:42:15Z,a1_motorway,ba,14048,687,558,97
2026-07-27T05:42:15Z,makariou_lakat,ab,5849,659,516,0
2026-07-27T05:42:15Z,makariou_lakat,ba,6901,747,583,0
2026-07-27T05:42:15Z,griva_digeni,ab,4212,542,441,0
2026-07-27T05:42:15Z,griva_digeni,ba,5350,960,681,0
2026-07-27T05:42:15Z,aglantzias,ab,1775,277,177,2
2026-07-27T05:42:15Z,aglantzias,ba,3098,578,372,141
2026-07-27T05:42:15Z,kranidioti,ab,1458,118,105,0
2026-07-27T05:42:15Z,kranidioti,ba,1652,135,117,0
2026-07-27T05:42:15Z,perimetrikos,ab,2510,276,229,0
2026-07-27T05:42:15Z,perimetrikos,ba,2094,175,164,0
2026-07-27T05:42:15Z,hatziiosif,ab,2049,307,195,0
2026-07-27T05:42:15Z,hatziiosif,ba,2045,362,202,0
2026-07-27T05:42:15Z,perikleous,ab,2016,377,275,0
2026-07-27T05:42:15Z,perikleous,ba,2649,369,273,0
2026-07-27T05:42:15Z,avraamidi,ab,1264,218,140,0
2026-07-27T05:42:15Z,avraamidi,ba,1266,195,150,0
2026-07-27T05:42:15Z,athinon,ab,1573,248,204,0
2026-07-27T05:42:15Z,athinon,ba,1040,271,134,0
2026-07-27T05:42:15Z,tasou_markou,ab,544,93,70,0
2026-07-27T05:42:15Z,tasou_markou,ba,492,55,55,0
2026-07-27T05:42:15Z,peiraios,ab,590,125,71,0
2026-07-27T05:42:15Z,peiraios,ba,590,89,64,0
2026-07-27T05:52:45Z,strovolou,ab,6338,959,677,1
2026-07-27T05:52:45Z,strovolou,ba,4712,502,404,0
2026-07-27T05:52:45Z,tseriou,ab,2555,340,225,0
2026-07-27T05:52:45Z,tseriou,ba,3739,512,372,0
2026-07-27T05:52:45Z,prodromou,ab,2418,334,254,0
2026-07-27T05:52:45Z,prodromou,ba,2414,417,299,0
2026-07-27T05:52:45Z,akropoleos,ab,5010,738,463,88
2026-07-27T05:52:45Z,akropoleos,ba,5145,1106,479,385
2026-07-27T05:52:45Z,athalassas,ab,2793,490,282,0
2026-07-27T05:52:45Z,athalassas,ba,6269,973,543,214
2026-07-27T05:52:45Z,lemesou,ab,2014,308,213,0
2026-07-27T05:52:45Z,lemesou,ba,2007,407,196,150
2026-07-27T05:52:45Z,sp_kyprianou,ab,6489,720,585,0
2026-07-27T05:52:45Z,sp_kyprianou,ba,6573,1062,627,157
2026-07-27T05:52:45Z,archangelou,ab,7265,597,523,0
2026-07-27T05:52:45Z,archangelou,ba,6911,825,591,0
2026-07-27T05:52:45Z,konstantinoup,ab,2628,312,291,0
2026-07-27T05:52:45Z,konstantinoup,ba,2629,356,313,0
2026-07-27T05:52:45Z,stavrou,ab,2187,248,208,0
2026-07-27T05:52:45Z,stavrou,ba,2245,250,206,0
2026-07-27T05:52:45Z,makedonitissas,ab,2904,462,408,0
2026-07-27T05:52:45Z,makedonitissas,ba,2705,344,290,0
2026-07-27T05:52:45Z,armenias,ab,1079,162,119,0
2026-07-27T05:52:45Z,armenias,ba,1079,222,132,0
2026-07-27T05:52:45Z,arch_kyprianou,ab,1777,278,214,0
2026-07-27T05:52:45Z,arch_kyprianou,ba,2260,460,310,0
2026-07-27T05:52:45Z,a1_motorway,ab,10597,351,349,0
2026-07-27T05:52:45Z,a1_motorway,ba,14048,586,558,0
2026-07-27T05:52:45Z,makariou_lakat,ab,5849,654,516,0
2026-07-27T05:52:45Z,makariou_lakat,ba,6901,732,583,0
2026-07-27T05:52:45Z,griva_digeni,ab,4212,540,441,0
2026-07-27T05:52:45Z,griva_digeni,ba,5350,1039,681,157
2026-07-27T05:52:45Z,aglantzias,ab,1775,269,177,2
2026-07-27T05:52:45Z,aglantzias,ba,3098,575,372,141
2026-07-27T05:52:45Z,kranidioti,ab,1458,116,105,0
2026-07-27T05:52:45Z,kranidioti,ba,1652,133,117,0
2026-07-27T05:52:45Z,perimetrikos,ab,2510,274,229,0
2026-07-27T05:52:45Z,perimetrikos,ba,2094,175,164,0
2026-07-27T05:52:45Z,hatziiosif,ab,2049,306,195,0
2026-07-27T05:52:45Z,hatziiosif,ba,2045,438,202,126
2026-07-27T05:52:45Z,perikleous,ab,2016,374,275,0
2026-07-27T05:52:45Z,perikleous,ba,2649,365,273,0
2026-07-27T05:52:45Z,avraamidi,ab,1264,211,140,0
2026-07-27T05:52:45Z,avraamidi,ba,1266,195,150,0
2026-07-27T05:52:45Z,athinon,ab,1573,266,204,31
2026-07-27T05:52:45Z,athinon,ba,1040,266,134,1
